1211251023877795,SENSEX 25 Oct 23 87800 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2387800CE,12,11,877795,SENSEX,1,87800.0,CE,12100000001,None,0,0.0
1211251023877796,SENSEX 25 Oct 23 86300 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2386300CE,12,11,877796,SENSEX,1,86300.0,CE,12100000001,None,0,0.0
1211251023877799,SENSEX 25 Oct 23 77800 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2377800PE,12,11,877799,SENSEX,1,77800.0,PE,12100000001,None,0,0.0
1211251023877800,SENSEX 25 Oct 23 76300 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2376300PE,12,11,877800,SENSEX,1,76300.0,PE,12100000001,None,0,0.0
1211251023877801,SENSEX 25 Oct 23 80900 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2380900CE,12,11,877801,SENSEX,1,80900.0,CE,12100000001,None,0,0.0
1211251023877802,SENSEX 25 Oct 23 79500 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2379500PE,12,11,877802,SENSEX,1,79500.0,PE,12100000001,None,0,0.0
1211251023877805,SENSEX 25 Oct 23 78000 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2378000PE,12,11,877805,SENSEX,1,78000.0,PE,12100000001,None,0,0.0
1211251023877806,SENSEX 25 Oct 23 82600 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2382600CE,12,11,877806,SENSEX,1,82600.0,CE,12100000001,None,0,0.0
1211251023877807,SENSEX 25 Oct 23 81100 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2381100CE,12,11,877807,SENSEX,1,81100.0,CE,12100000001,None,0,0.0
1211251023877808,SENSEX 25 Oct 23 75800 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2375800PE,12,11,877808,SENSEX,1,75800.0,PE,12100000001,None,0,0.0
1211251023877809,SENSEX 25 Oct 23 74300 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2374300PE,12,11,877809,SENSEX,1,74300.0,PE,12100000001,None,0,0.0
1211251023877810,SENSEX 25 Oct 23 79800 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2379800CE,12,11,877810,SENSEX,1,79800.0,CE,12100000001,None,0,0.0
1211251023877811,SENSEX 25 Oct 23 84900 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2384900PE,12,11,877811,SENSEX,1,84900.0,PE,12100000001,None,0,0.0
1211251023877812,SENSEX 25 Oct 23 78300 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2378300CE,12,11,877812,SENSEX,1,78300.0,CE,12100000001,None,0,0.0
